Stress_Level,Sector,Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid
Medium,Healthcare,1,1,56.33,15.638,1,1,1,0,1,0,0,0,1
High,Retail,0,1,8.541,6.768,0,0,1,1,1,1,0,1,1
Medium,Education,1,1,8.014,5.735,1,0,1,1,1,1,0,0,1
Low,Education,1,1,5.617,4.77,1,0,0,0,1,1,0,1,1
High,Healthcare,1,0,983.912,5.386,0,0,1,0,1,1,0,1,1
Medium,Healthcare,1,1,967.57,54.566,1,1,0,1,1,1,1,1,1
Medium,Education,1,0,7.42,4.438,0,1,0,1,0,1,1,0,1
Low,IT,0,1,7.602,6.142,0,0,1,1,0,1,1,1,1
High,Healthcare,0,1,9.452,33.21,1,0,1,1,0,1,0,1,1
High,Healthcare,1,1,7.598,4.692,1,0,1,0,0,0,0,1,1
Low,Education,1,1,41.381,5.982,0,0,0,0,0,0,0,1,1
Medium,Retail,1,1,8.973,3.679,0,0,0,0,0,1,0,1,1
Medium,Retail,1,0,6.373,46.569,1,1,1,0,1,1,1,1,1
Medium,Retail,1,1,7.22,5.086,1,1,0,0,0,0,0,1,1
Medium,IT,1,0,10.915,1.437,1,0,0,0,1,0,1,1,1
Medium,Education,0,1,7.732,4.422,0,0,0,0,0,0,0,0,1
High,IT,1,1,8.003,2.809,1,1,0,1,0,1,0,0,1
High,Education,1,1,9.019,4.595,0,0,1,0,0,1,0,0,1
High,Retail,0,0,9.01,38.575,1,0,0,1,1,0,1,1,1
Low,Healthcare,0,1,6.161,25.805,1,1,0,1,0,1,0,1,1
High,Retail,1,1,78.794,5.664,0,0,0,0,1,1,0,0,1
Low,Healthcare,1,1,8.072,33.724,0,0,1,0,1,1,1,1,1
Medium,Healthcare,1,0,8.544,4.404,0,0,0,0,0,1,0,1,1
Medium,IT,0,1,857.844,5.971,0,0,0,1,1,1,0,0,1
High,Healthcare,0,1,13.174,26.249,0,1,1,1,1,1,1,1,1
Low,Education,1,0,5.648,4.012,0,0,1,0,0,1,0,0,1
High,Retail,1,1,9.96,32.57,0,0,1,0,0,0,0,0,1
Medium,Education,1,1,10.366,3.591,1,1,1,0,0,1,0,0,1
Low,Retail,0,1,8.985,7.234,0,0,1,0,1,0,0,0,1
Low,Healthcare,0,1,6.699,4.685,0,0,1,0,1,0,0,1,1
Low,Healthcare,1,1,11.329,4.47,1,0,0,1,0,1,0,1,1
High,Healthcare,1,1,3.616,478.613,0,0,1,1,0,1,1,1,1
Low,Education,0,0,6.633,4.645,0,1,0,0,1,1,0,1,1
Low,Retail,1,1,10.343,12.612,1,0,1,1,0,1,0,1,1
Low,Retail,0,0,7.259,7.445,0,0,1,1,0,1,1,0,1
Medium,Healthcare,1,1,11.192,18.034,1,1,0,1,1,1,0,1,1
Medium,Education,1,1,4.976,6.598,0,0,0,0,0,0,1,1,1
Medium,Healthcare,0,0,5.775,4.927,0,0,1,0,1,1,0,1,1
High,Healthcare,1,0,693.672,42.711,1,1,0,0,1,1,0,1,1
High,Healthcare,0,1,8.834,35.417,0,0,0,0,0,0,0,1,1
Medium,Education,0,1,75.559,7.907,0,1,0,0,0,0,1,1,1
Medium,Healthcare,0,1,70.192,49.067,0,0,1,1,0,1,0,1,1
Medium,Retail,0,1,10.84,4.026,0,0,0,1,0,0,0,1,1
High,Education,1,1,11.026,319.71,0,0,0,0,0,0,0,1,1
Medium,Education,1,1,7.171,30.172,0,0,1,0,0,0,0,1,1
Medium,IT,1,1,4.58,4.075,1,1,0,0,0,0,0,0,1
Medium,Healthcare,1,1,36.85,2.604,1,0,1,0,1,1,0,1,1
High,Retail,0,1,8.478,5.019,1,0,1,1,0,1,0,1,1
Medium,IT,0,1,9.311,3.031,1,0,0,1,1,1,0,1,1
High,IT,1,1,8.125,5.507,1,0,1,1,1,1,0,1,1
Low,Retail,1,1,7.858,547.388,1,1,0,0,1,0,0,1,1
High,Healthcare,0,1,6.39,39.168,0,0,0,1,1,1,0,1,1
High,Retail,1,0,9.309,4.87,1,0,1,0,0,0,0,1,1
High,Education,1,1,1.135,4.945,0,0,1,1,1,0,0,1,1
Low,Retail,1,1,35.662,18.065,1,0,0,0,1,0,0,0,1
Medium,Education,1,0,7.844,6.597,1,0,0,0,1,1,0,1,1
High,Retail,0,1,60.593,3.616,1,0,0,1,1,0,0,0,1
High,Education,1,1,5.019,504.336,0,0,1,0,0,1,0,0,1
Medium,Healthcare,0,1,5.74,50.854,1,0,0,1,1,0,0,0,1
Medium,Education,1,1,8.759,2.656,0,0,1,1,1,1,1,0,1
Low,Education,0,1,8.809,3.014,1,0,0,0,1,0,0,1,1
Medium,Healthcare,0,1,109.205,52.605,1,0,1,0,0,1,0,1,1
Low,Retail,0,1,8.017,4.093,0,1,1,0,1,1,0,1,1
Low,Retail,1,0,4.483,5.033,0,1,0,0,0,0,0,1,1
Medium,IT,1,0,75.236,4.138,0,0,0,0,0,1,0,1,1
Medium,Education,1,1,5.227,5.844,0,1,0,1,0,0,0,1,1
High,Retail,1,1,55.864,4.171,1,0,0,0,0,1,0,0,1
Medium,Retail,1,1,9.161,6.136,1,1,1,1,0,1,0,1,1
Medium,IT,1,1,838.836,2.529,0,0,1,1,1,1,0,0,1
High,Education,1,1,9.175,38.085,1,0,0,0,0,0,0,0,1
Medium,Education,1,1,7.285,3.109,1,1,1,1,1,0,0,0,1
Low,Healthcare,1,1,9.581,4.582,0,1,0,0,1,0,0,1,1
Medium,Healthcare,1,1,71.731,35.819,0,1,1,1,1,1,0,1,1
Medium,IT,1,1,10.233,3.655,1,0,1,1,0,0,0,1,1
High,IT,1,1,8.689,294.285,0,1,1,0,0,1,0,0,1
Medium,Healthcare,1,1,7.586,33.088,0,0,0,1,1,0,0,1,1
Medium,Healthcare,1,1,8.424,3.984,0,0,1,1,0,1,0,1,1
Medium,IT,1,1,7.964,9.679,1,0,1,1,1,0,0,0,1
Medium,Retail,0,1,11.192,5.473,0,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,8.49,4.088,1,0,1,1,1,0,1,1,1
Low,Retail,1,1,7.996,1.537,1,0,0,0,0,1,0,0,1
High,Healthcare,1,1,7.523,3.71,0,0,1,0,0,0,0,0,1
Medium,Healthcare,1,1,9.686,34.342,1,1,1,0,0,0,0,1,1
Medium,Education,0,1,941.582,48.13,0,1,1,0,1,0,0,1,1
Medium,Education,1,1,7.452,2.991,1,1,0,0,1,1,0,1,1
Medium,Healthcare,1,1,5.688,6.354,1,1,0,0,1,1,0,0,1
Medium,Education,1,1,61.96,5.272,0,1,1,1,1,0,0,0,1
High,Education,0,1,7.631,17.315,1,1,1,1,0,1,0,1,1
Medium,Education,1,1,10.697,35.734,0,0,1,0,1,1,0,1,1
Medium,Retail,1,1,7.499,6.29,0,0,0,1,1,1,0,1,1
Medium,Healthcare,0,0,6.811,2.953,0,0,1,0,1,1,1,1,1
High,IT,1,1,4.478,3.92,1,1,1,0,0,1,0,1,1
High,IT,1,0,11.027,6.106,0,0,1,1,1,0,0,0,1
High,Retail,1,1,913.805,3.189,0,1,0,1,1,1,0,0,1
Medium,IT,0,0,9.592,56.844,1,0,0,1,1,0,0,1,1
Medium,Healthcare,0,0,992.337,26.35,1,0,0,1,1,0,0,1,1
High,IT,1,0,7.67,3.314,1,0,0,0,1,1,0,1,1
Medium,Retail,0,1,8.169,5.842,0,1,1,1,1,1,1,1,1
High,IT,0,1,1.097,4.658,1,0,0,0,0,0,0,0,1
High,IT,1,0,8.359,4.756,1,0,0,1,0,1,0,1,1
Low,Education,0,1,9.175,23.605,0,0,1,0,1,1,0,1,1
Medium,Education,1,0,9.741,2.479,1,1,0,1,0,0,0,1,1
Medium,Retail,1,1,9.285,572.565,0,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,7.743,4.364,1,0,0,0,0,1,1,0,1
High,Healthcare,1,1,7.932,38.238,1,0,0,0,0,0,0,1,1
Low,Healthcare,0,1,9.555,4.331,1,0,0,0,0,0,1,1,1
Medium,Education,0,1,9.552,626.275,1,1,0,1,0,0,0,1,1
High,Healthcare,1,1,10.336,5.085,1,0,0,1,0,0,0,1,1
Low,IT,1,1,9.102,3.288,0,0,0,0,0,0,1,1,1
Medium,Retail,1,1,919.321,18.947,0,1,1,1,0,1,1,1,1
Medium,Retail,0,1,7.107,4.882,0,1,1,1,1,1,0,0,1
High,Education,1,1,6.837,2.614,1,1,0,0,1,0,0,0,1
Medium,Education,0,1,9.561,22.264,0,0,0,0,1,1,0,1,1
Low,IT,0,1,685.162,5.973,1,0,0,0,1,1,0,1,1
High,Education,1,1,7.958,530.86,0,1,0,0,0,0,0,1,1
Medium,Retail,1,1,10.758,4.578,0,0,0,1,0,1,0,1,1
High,Education,1,0,10.441,21.424,1,1,1,0,0,1,1,1,1
Medium,Education,0,1,8.603,6.683,0,0,0,0,1,0,0,0,1
Low,Retail,1,1,740.772,55.433,1,0,0,1,1,0,0,0,1
High,Education,1,1,775.324,3.544,0,1,0,0,0,1,0,0,1
Low,IT,0,1,973.532,32.27,0,0,1,0,0,0,0,1,1
Medium,Healthcare,1,1,7.927,4.117,0,0,0,0,1,0,0,0,1
High,Education,1,1,6.883,32.823,0,0,0,1,0,1,0,1,1
Medium,Healthcare,1,0,10.431,7.317,1,0,0,1,0,1,1,1,1
Medium,IT,1,1,8.363,34.217,1,0,1,1,0,1,0,0,1
Low,Healthcare,0,1,6.845,23.981,1,1,1,0,1,0,1,1,1
High,Retail,1,0,8.957,6.382,0,0,0,0,0,1,0,0,1
Low,Education,0,1,9.942,31.464,0,0,0,0,0,1,0,1,1
High,IT,1,1,5.984,5.179,1,0,0,0,1,1,0,0,1
Medium,Healthcare,1,1,7.599,5.013,0,1,0,1,1,1,0,0,1
High,Education,1,0,7.506,39.121,1,0,1,1,1,0,0,0,1
Medium,Retail,1,1,8.904,2.54,0,0,0,0,1,1,1,1,1
Medium,IT,1,1,9.264,39.277,1,0,0,1,0,1,0,1,1
High,IT,1,1,6.897,22.452,0,0,0,0,0,0,0,1,1
High,Education,1,1,501.449,3.964,0,0,1,0,0,1,0,0,1
Medium,Healthcare,1,0,10.063,5.159,0,1,1,0,1,0,0,1,1
High,Education,1,1,5.76,65.766,0,0,0,0,0,0,0,0,1
Low,Education,1,1,8.542,2.368,1,1,1,0,1,1,0,1,1
Medium,IT,1,1,7.736,36.243,1,0,1,1,1,1,1,1,1
High,Healthcare,1,1,832.488,3.212,0,0,0,1,0,0,0,0,1
High,Retail,1,0,11.302,4.41,0,1,0,0,1,1,0,0,1
Medium,Healthcare,1,0,14.076,17.172,0,0,1,0,1,0,0,0,1
Low,Healthcare,0,1,4.733,260.7,1,1,0,0,1,1,0,0,1
Low,Retail,0,1,9.967,14.619,0,0,0,0,1,0,0,1,1
Medium,IT,1,1,7.687,1.842,1,1,1,0,0,1,0,1,1
Low,Education,1,1,10.095,30.093,1,1,0,0,1,0,1,1,1
Medium,Healthcare,1,1,9.914,6.506,1,0,0,0,0,1,0,1,1
Low,Retail,1,1,10.819,452.14,1,0,1,1,0,0,0,1,1
Medium,Retail,1,1,8.569,4.097,1,0,0,1,0,0,0,0,1
High,Education,1,1,6.22,6.02,0,0,0,0,1,0,1,1,1
Medium,Retail,0,1,985.529,4.575,0,0,0,1,0,0,0,1,1
Low,Education,0,1,8.235,4.716,0,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,7.532,32.904,0,0,0,1,0,1,0,1,1
High,Retail,1,1,7.047,3.044,0,0,1,0,1,1,0,1,1
Medium,Retail,1,1,10.012,2.033,0,0,1,0,1,1,0,0,1
Medium,Retail,0,1,11.206,30.983,0,0,0,0,0,1,0,1,1
High,Healthcare,1,1,5.609,35.792,1,1,0,0,1,0,0,0,1
Medium,Education,0,0,9.243,45.17,1,0,1,1,1,1,0,1,1
Medium,Education,0,1,725.522,39.448,0,0,0,0,0,0,0,1,1
Medium,Education,1,1,5.065,3.452,1,0,1,0,1,1,0,1,1
High,Retail,0,1,8.295,2.632,1,0,1,0,0,1,0,1,1
Medium,Education,1,1,63.337,4.598,0,0,0,1,0,1,0,0,1
High,Education,0,1,48.444,32.533,1,0,0,1,0,0,0,0,1
Medium,Retail,1,1,64.365,4.53,0,1,0,1,0,1,0,0,1
Medium,Retail,1,1,5.944,11.3,1,0,1,1,0,1,0,1,1
Medium,Education,0,0,6.706,4.504,1,0,0,0,1,0,0,1,1
High,Healthcare,0,1,5.348,5.12,1,0,1,0,1,1,0,0,1
Medium,Retail,1,1,7.209,4.929,1,0,1,0,0,0,1,1,1
Low,Retail,0,0,6.573,37.049,1,1,0,1,1,1,1,1,1
Low,Healthcare,1,1,8.751,5.372,0,1,0,1,1,1,0,1,1
Medium,IT,1,1,9.187,2.09,0,0,0,1,0,1,0,1,1
Low,Education,0,0,8.52,3.866,1,0,1,0,1,1,0,1,1
High,Education,1,1,7.529,37.099,1,1,1,0,1,0,0,0,1
Medium,Retail,0,1,74.751,555.459,1,0,0,1,1,1,0,1,1
Medium,Education,1,1,6.325,9.692,1,1,0,1,0,1,0,1,1
Low,IT,1,1,6.374,24.128,0,0,0,1,1,0,0,0,1
Medium,Education,0,1,9.407,6.62,1,0,0,0,1,1,0,1,1
Medium,IT,0,0,4.48,3.541,1,0,0,0,0,1,1,0,1
Medium,Healthcare,1,1,7.838,5.221,0,0,1,1,1,0,0,1,1
Low,Healthcare,1,1,7.352,29.495,1,1,0,0,0,1,0,0,1
Medium,Retail,0,1,9.198,4.382,0,0,1,1,0,1,1,1,1
Medium,Education,0,0,5.149,61.206,1,0,0,0,0,0,0,1,1
High,Retail,1,1,802.496,4.439,1,1,1,0,1,0,0,1,1
Medium,Healthcare,1,1,8.685,61.518,0,0,1,0,0,0,0,1,1
Medium,IT,0,0,419.053,3.261,1,1,0,1,1,0,1,1,1
High,Education,1,1,5.851,34.597,1,0,0,0,0,1,0,1,1
High,IT,1,0,7.816,5.18,0,1,0,1,1,1,0,0,1
High,Education,0,1,902.829,33.408,0,0,1,0,1,0,0,1,1
Medium,Retail,1,1,83.649,4.896,0,0,1,0,1,1,0,1,1
Low,Education,1,0,9.12,5.775,1,0,0,1,0,0,0,1,1
Medium,Healthcare,1,1,5.841,5.302,0,1,0,1,0,1,0,1,1
Medium,Retail,0,0,4.822,16.316,1,0,1,1,0,1,0,1,1
Medium,Retail,1,1,8.169,3.487,0,1,0,0,1,1,0,1,1
Medium,IT,1,1,554.129,4.422,1,0,0,0,0,1,0,1,1
Low,Education,1,1,6.269,3.634,0,0,0,0,1,0,0,1,1
Low,IT,1,1,9.864,4.119,1,1,0,0,0,1,1,1,1
Medium,Healthcare,1,0,8.378,444.26,1,0,0,0,0,1,1,0,1
High,Retail,1,1,6.863,32.101,0,1,0,1,0,1,0,1,1
Low,Education,0,1,6.603,3.709,0,1,1,0,0,1,0,0,1
Low,Education,1,0,924.184,22.284,1,0,1,1,1,1,0,0,1
High,Education,1,1,8.423,32.832,0,1,0,0,0,1,0,1,1
Medium,Retail,0,1,5.57,17.099,0,1,0,1,1,0,1,1,1
High,Healthcare,1,1,4.104,4.174,0,0,0,1,0,1,1,0,1
Medium,Education,1,0,117.636,37.101,0,0,1,0,1,1,0,1,1
High,IT,0,1,5.555,26.263,1,0,1,1,0,1,0,1,1
Medium,Retail,0,1,9.055,667.788,1,0,0,1,1,1,1,1,1
Low,Healthcare,0,1,11.021,36.318,1,0,0,1,1,0,0,0,1
High,Healthcare,0,1,8.295,442.982,0,1,1,0,0,1,0,1,1
High,Retail,1,1,6.799,30.42,0,0,1,1,0,0,0,0,1
High,Education,0,1,5.147,33.784,1,0,0,0,0,1,0,1,1
High,Healthcare,1,1,511.997,4.486,1,0,0,0,1,1,0,0,1
Low,IT,1,1,8.753,35.016,0,0,1,0,1,1,0,1,1
High,Education,0,1,1.09,4.004,1,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,7.209,5.21,1,1,0,0,1,0,0,1,1
Medium,Education,1,1,6.888,32.229,0,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,9.394,200.175,1,0,0,0,0,1,0,0,1
Medium,IT,0,1,6.628,171.06,1,0,1,0,1,1,0,1,1
Medium,Healthcare,0,1,8.548,6.157,0,1,0,0,0,1,1,1,1
Medium,IT,1,1,8.083,5.396,0,0,1,0,0,1,0,1,1
Medium,Retail,1,1,7.181,4.983,0,1,1,1,0,1,0,1,1
Low,Education,1,1,7.968,3.345,1,0,0,0,1,1,0,1,1
Medium,Retail,1,1,11.526,20.003,1,1,1,1,1,1,0,1,1
Low,Healthcare,0,0,9.209,35.765,0,1,0,0,0,1,0,0,1
Low,Healthcare,1,1,10.185,3.859,1,0,0,1,0,1,0,1,1
Low,Education,0,1,6.162,23.026,0,1,0,0,0,1,0,1,1
Low,Retail,1,1,10.191,17.955,0,1,0,0,1,0,1,1,1
Medium,IT,1,1,927.804,14.045,1,0,1,1,1,0,1,0,1
Medium,Education,0,0,5.0,49.86,1,1,1,1,0,1,0,1,1
Medium,Education,1,1,90.795,21.919,0,0,0,0,1,0,0,0,1
Low,Healthcare,1,1,6.973,4.464,0,0,0,1,1,0,0,0,1
High,Education,0,1,4.908,34.033,1,0,1,1,0,1,0,1,1
Low,Retail,1,1,8.259,4.884,1,0,1,0,0,1,1,0,1
High,Retail,1,1,907.808,4.503,1,0,0,1,0,0,0,0,1
Medium,Education,1,0,8.303,36.52,1,0,0,0,1,1,0,1,1
Medium,Retail,0,0,778.172,41.956,1,1,0,1,0,0,0,0,1
Low,Healthcare,1,0,7.338,38.344,1,1,1,1,0,1,1,1,1
Medium,Retail,1,1,12.933,30.769,1,0,1,0,0,0,0,1,1
High,Education,1,1,5.634,5.47,0,0,0,1,1,0,0,1,1
Medium,Education,0,1,9.745,33.653,1,0,0,1,1,0,0,1,1
Medium,Healthcare,1,1,8.03,38.697,0,0,0,1,0,1,0,1,1
Medium,IT,0,1,62.91,18.773,1,1,1,1,0,1,0,1,1
Medium,Retail,1,1,7.903,4.411,0,0,1,0,1,0,0,1,1
High,Healthcare,0,1,5.214,3.084,0,0,1,0,1,0,1,0,1
High,Retail,1,1,6.809,32.847,1,1,1,1,1,1,0,1,1
Medium,IT,1,0,7.906,2.74,0,1,0,1,0,1,0,0,1
High,Education,0,1,4.897,3.814,1,0,0,0,0,0,0,1,1
Medium,Healthcare,1,1,9.012,99.029,1,0,1,1,0,0,0,1,1
Medium,Healthcare,1,1,60.724,5.023,0,0,1,1,1,0,1,1,1
High,Retail,1,1,5.096,3.942,1,0,0,1,0,1,0,1,1
Medium,Retail,1,1,5.839,3.299,1,1,1,0,1,1,0,1,1
High,Retail,1,1,12.351,16.776,1,0,0,0,1,0,1,1,1
Medium,IT,0,1,404.387,4.649,1,0,0,1,0,0,0,1,1
Medium,Healthcare,1,1,887.224,30.485,1,0,0,1,0,0,0,1,1
High,Retail,1,1,6.496,5.959,0,1,1,0,0,0,0,1,1
Low,Healthcare,1,1,7.299,4.729,1,0,0,1,1,1,0,0,1
Medium,Retail,1,1,9.207,6.301,0,0,1,0,1,0,0,1,1
Low,Healthcare,1,0,9.109,4.205,1,0,1,0,0,0,1,1,1
Low,Education,1,1,6.638,5.616,0,0,0,0,1,0,1,1,1
Medium,Education,0,1,5.284,4.694,0,0,0,1,1,1,0,1,1
Medium,Retail,1,1,9.244,33.235,0,0,1,0,0,0,0,0,1
Medium,Healthcare,0,1,9.104,4.28,1,0,0,0,1,0,0,1,1
High,Healthcare,0,1,74.3,2.749,1,0,0,0,1,1,0,1,1
Medium,Retail,1,1,8.883,7.103,1,0,0,1,0,0,0,1,1
Medium,Retail,1,0,710.834,38.487,1,0,0,0,1,0,0,0,1
Medium,IT,0,1,6.345,4.039,1,0,0,0,1,1,0,1,1
Low,Healthcare,1,1,800.792,4.584,0,1,0,1,0,1,0,0,1
Medium,Healthcare,1,0,9.038,23.695,1,0,1,0,1,1,0,1,1
Medium,Education,0,1,8.618,5.982,1,0,0,1,1,0,0,1,1
Medium,Education,1,1,9.018,24.62,0,1,0,1,1,0,1,0,1
Low,Retail,1,1,6.478,2.122,1,0,0,1,1,0,0,1,1
Medium,Education,1,1,11.163,37.502,1,0,1,0,0,1,0,1,1
High,Education,1,1,73.152,20.81,0,1,0,0,0,0,0,1,1
Low,Education,0,0,7.762,6.342,1,0,1,0,0,0,0,1,1
Medium,IT,1,1,5.362,3.653,0,0,0,1,0,1,0,1,1
Medium,Education,1,1,7.612,8.317,0,1,0,0,1,0,0,0,1
High,Healthcare,1,1,9.064,4.299,1,1,1,0,0,1,1,1,1
Medium,Education,1,1,9.525,48.302,1,0,1,1,0,0,0,1,1
High,Retail,1,1,11.123,33.678,0,0,0,1,1,1,1,1,1
High,Retail,1,1,9.04,19.661,0,0,1,0,0,1,1,0,1
High,IT,1,1,8.553,3.845,1,0,0,0,1,0,0,1,1
Medium,Education,1,1,7.107,32.774,0,0,0,1,1,0,0,1,1
Medium,Retail,1,1,6.676,25.366,1,0,1,0,0,1,0,0,1
High,IT,1,1,9.94,24.042,0,0,1,0,0,0,0,1,1
Medium,Retail,1,1,9.902,42.343,1,1,0,1,0,1,0,1,1
Low,Healthcare,1,1,5.845,5.354,1,0,0,0,0,0,0,1,1
Medium,Healthcare,0,0,9.446,46.923,1,0,1,1,0,1,0,0,1
High,Education,1,1,9.3,14.08,1,1,1,1,1,0,1,1,1
Low,IT,0,1,5.772,4.923,1,0,0,1,0,0,0,0,1
High,Retail,1,1,9.08,5.158,1,1,1,0,1,0,0,1,1
High,IT,0,1,5.9,609.054,1,0,1,1,1,0,1,0,1
Low,IT,1,1,31.414,2.575,1,0,0,0,1,0,0,1,1
Low,Education,1,1,7.679,3.915,0,1,1,0,0,0,0,1,1
Low,Healthcare,0,0,8.515,4.851,0,0,0,1,0,1,0,1,1
Medium,Healthcare,1,1,77.698,32.086,1,0,0,0,1,1,0,0,1
Medium,IT,1,1,13.734,4.827,1,1,0,0,1,0,0,1,1
Medium,IT,1,1,8.757,39.639,1,0,1,0,0,0,0,0,1
High,Education,0,1,82.942,27.303,0,0,0,0,1,0,0,1,1
Low,Retail,1,1,8.859,28.581,1,1,1,0,0,1,0,1,1
Medium,Healthcare,1,0,7.117,5.873,1,1,0,0,1,1,0,1,1
Medium,Retail,1,1,9.858,25.053,1,0,1,1,0,1,0,1,1
High,Healthcare,1,0,8.722,2.247,0,0,1,1,1,1,0,1,1
Medium,IT,1,1,863.034,4.516,1,0,1,0,0,1,1,0,1
Medium,IT,1,1,6.751,39.541,0,0,0,0,0,0,0,1,1
Low,Healthcare,1,1,4.871,20.325,1,0,0,1,1,1,0,1,1
Low,Education,1,1,6.997,3.22,1,0,1,1,0,1,0,0,1
Medium,Education,0,1,8.565,277.482,0,0,0,0,1,1,0,1,1
Medium,IT,1,0,7.11,3.037,1,1,0,1,1,1,0,1,1
Low,Education,1,1,8.583,778.745,1,0,1,0,0,1,0,1,1
High,Retail,0,0,753.527,3.546,0,1,0,0,1,0,0,1,1
High,Education,0,1,8.861,26.781,1,1,0,0,0,1,0,1,1
Medium,Healthcare,1,0,6.046,7.032,0,0,1,0,0,0,0,1,1
Low,Healthcare,0,1,8.385,5.332,1,0,0,0,1,0,0,1,1
High,IT,1,1,6.718,5.087,0,1,1,0,0,1,0,1,1
Medium,Healthcare,0,1,4.923,275.035,0,0,0,0,1,0,0,1,1
High,IT,1,0,766.969,5.787,1,0,0,0,1,0,0,1,1
Medium,Retail,0,1,11.072,52.244,0,0,0,1,0,1,1,1,1
Low,Healthcare,0,1,5.082,4.22,0,0,1,1,1,1,0,1,1
Medium,Education,1,1,8.238,14.255,1,0,0,0,1,1,0,1,1
Medium,IT,1,0,9.595,3.97,1,0,1,0,0,0,0,1,1
High,IT,0,1,12.6,6.594,1,0,1,0,0,0,1,1,1
Low,Retail,1,1,7.014,4.33,1,1,1,1,0,1,0,0,1
Medium,Education,1,0,6.735,34.353,1,0,0,0,1,1,0,1,1
Low,IT,1,1,5.666,3.657,0,0,1,0,1,0,0,1,1
Medium,IT,1,1,10.281,3.761,0,0,0,1,0,1,1,1,1
Medium,Education,1,1,62.651,2.8,0,1,0,0,1,0,0,1,1
High,Retail,1,0,72.588,39.381,1,1,1,0,0,1,0,0,1
High,Healthcare,1,0,430.212,61.641,0,0,1,0,0,0,0,0,1
High,Retail,0,1,9.767,5.994,1,1,0,0,0,0,0,0,1
Low,Education,0,1,10.316,2.868,0,1,1,0,0,1,0,1,1
Medium,Healthcare,1,1,969.155,5.913,1,0,1,0,0,0,0,1,1
Medium,Retail,1,1,47.893,5.141,1,1,0,0,1,0,0,0,1
Low,Education,1,1,9.214,4.95,0,1,0,0,0,1,0,0,1
High,Retail,1,0,4.654,4.647,0,0,1,0,1,1,0,1,1
High,Healthcare,1,0,811.608,2.604,1,1,1,0,0,1,0,1,1
Low,Healthcare,1,1,8.41,33.916,1,0,1,0,1,1,0,1,1
High,Healthcare,1,1,862.036,5.249,1,1,0,0,0,1,0,0,1
Low,Retail,1,1,9.069,21.896,0,0,1,0,1,0,0,1,1
Low,Retail,1,1,7.983,2.438,1,0,0,0,1,0,0,1,1
Low,Education,1,0,40.751,4.459,1,1,0,0,1,0,1,1,1
Medium,IT,0,1,9.07,28.157,0,1,1,1,1,0,0,0,1
High,IT,1,1,8.195,523.584,0,1,1,0,1,1,0,1,1
Low,IT,1,1,6.194,2.868,1,0,0,1,1,0,0,1,1
High,Healthcare,1,1,4.861,436.657,0,0,0,0,0,1,0,1,1
Low,Retail,0,0,11.08,4.492,1,1,0,1,1,0,1,0,1
High,IT,1,1,10.462,32.768,1,0,0,0,0,0,0,1,1
High,Healthcare,1,1,941.191,364.053,0,1,1,0,0,0,0,0,1
High,Healthcare,1,1,6.647,29.799,1,1,1,0,1,1,1,0,1
Medium,Retail,0,1,2.966,39.72,0,0,0,0,1,1,1,1,1
Medium,Education,1,1,952.935,255.746,0,0,1,0,1,1,1,1,1
Low,IT,0,1,873.337,3.664,1,0,0,0,0,1,0,1,1
Medium,Retail,0,1,7.25,5.122,1,0,0,0,1,0,0,1,1
Medium,Healthcare,1,1,10.249,22.948,0,0,0,0,1,1,0,1,1
Medium,Education,1,1,96.959,32.693,0,0,0,1,0,0,0,1,1
Low,IT,0,1,83.521,4.777,1,1,0,1,0,0,0,1,1
Medium,Retail,1,1,8.07,8.835,1,0,0,0,0,1,0,1,1
Medium,Education,0,1,8.101,6.783,1,0,1,1,0,1,1,0,1
Medium,Retail,1,1,9.359,55.678,1,1,0,1,0,0,0,1,1
High,IT,0,1,6.285,16.924,1,0,1,0,0,1,0,1,1
Medium,Retail,1,1,8.851,8.437,0,0,0,0,1,0,0,0,1
Low,Retail,1,1,61.588,40.444,1,0,1,1,0,0,0,1,1
Low,Education,0,1,10.673,2.319,0,0,0,1,0,1,0,1,1
Medium,Retail,1,1,9.064,5.442,0,0,0,0,1,1,1,0,1
Low,Education,0,0,6.623,4.591,1,0,0,0,0,1,0,1,1
Medium,IT,1,1,81.611,4.185,0,0,0,1,0,1,0,0,1
High,Healthcare,0,1,6.292,31.446,0,1,0,0,1,1,1,1,1
High,Education,1,1,11.008,6.4,0,1,0,1,1,0,0,0,1
Medium,IT,1,1,11.245,5.13,0,0,0,0,0,1,0,1,1
High,Retail,0,1,9.392,4.904,0,1,1,1,0,1,0,1,1
High,Retail,0,1,11.113,5.8,0,1,0,1,0,1,0,1,1
Medium,Education,1,1,8.303,2.471,0,0,0,1,1,1,0,0,1
High,Healthcare,0,1,9.527,5.927,0,0,0,0,1,1,0,1,1
High,Education,1,1,10.449,36.03,0,0,0,0,0,1,0,1,1
